organization_name,person_name,end_date,source_url,organization_id,role,start_date
Minority Front (MF),Pragasan Padayachee,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7596,za.org.pa.www/core_organisation/85,Member,
United Democratic Movement (UDM),Praisehim Mduduzi Dlamini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9129,za.org.pa.www/core_organisation/74,Member,
National Freedom Party (NFP),Praitious Mpakiseng Bethna Moloi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7633,za.org.pa.www/core_organisation/792,Member,
African National Congress (ANC),Pravin Jamnadas Gordhan,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/539,za.org.pa.www/core_organisation/77,Member,2014-03
Economic Freedom Fighters (EFF),Precious Mpho Motaung,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6911,za.org.pa.www/core_organisation/810,Member,
Pan Africanist Congress of Azania (PAC),Precious Pheladi Lekwadu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8020,za.org.pa.www/core_organisation/79,Member,
United Christian Democratic Party (UCDP),Precious Rampolokeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8839,za.org.pa.www/core_organisation/84,Member,
African Christian Democratic Party (ACDP),Pret Eddie Van Wyk,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4009,za.org.pa.www/core_organisation/81,Member,
African People's Convention (APC),Pretty-Girl Thabile Buthelezi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5135,za.org.pa.www/core_organisation/76,Member,
African National Congress (ANC),Pretty Lungile Chiya,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4300,za.org.pa.www/core_organisation/77,Member,
African National Congress (ANC),Pricilla Masepe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1567,za.org.pa.www/core_organisation/77,Member,
Pan Africanist Congress of Azania (PAC),Prince Dubu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8243,za.org.pa.www/core_organisation/79,Member,
Agang South Africa (AGANG SA),Prince Kamogelo Mohlala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5299,za.org.pa.www/core_organisation/780,Member,
Economic Freedom Fighters (EFF),Prince Mabirimisa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6821,za.org.pa.www/core_organisation/810,Member,
African National Congress (ANC),Prince Mkuseli Mancotywa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4226,za.org.pa.www/core_organisation/77,Member,
Congress of the People (COPE),Princess Lulama Kamana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5888,za.org.pa.www/core_organisation/75,Member,
Congress of the People (COPE),Princess Manzana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6106,za.org.pa.www/core_organisation/75,Member,
African People's Convention (APC),Princess Ngcobo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5123,za.org.pa.www/core_organisation/76,Member,
National Freedom Party (NFP),Princess Phumelele Shezi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7866,za.org.pa.www/core_organisation/792,Member,
United Democratic Movement (UDM),Princes Thembi Ndlovu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9132,za.org.pa.www/core_organisation/74,Member,
Congress of the People (COPE),Prinusha Govender,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5988,za.org.pa.www/core_organisation/75,Member,
Inkatha Freedom Party (IFP),Priscilla Davids,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7433,za.org.pa.www/core_organisation/82,Member,
African People's Convention (APC),Priscilla Moshwete,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5164,za.org.pa.www/core_organisation/76,Member,
Democratic Alliance (DA),Priscilla Ntombekhaya Mahlati,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6430,za.org.pa.www/core_organisation/78,Member,
African National Congress (ANC),Priscilla Sindisiwe Sekgobela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3855,za.org.pa.www/core_organisation/77,Member,
African National Congress (ANC),Priscilla Tozama Mantashe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4257,za.org.pa.www/core_organisation/77,Member,
African People's Convention (APC),Promise Busisiwe Mapumulo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5127,za.org.pa.www/core_organisation/76,Member,
National Freedom Party (NFP),Promise Setjabalendi Maila,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7755,za.org.pa.www/core_organisation/792,Member,
Economic Freedom Fighters (EFF),Property Lukanyo Mncwabe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7109,za.org.pa.www/core_organisation/810,Member,
Ubumbano Lwesizwe Sabangoni (UBUMBANO),Prosper Mavela Luthuli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8635,za.org.pa.www/core_organisation/804,Member,
South African Maintanance and Estate Beneficiaries Association - (SAMEBA),Provia Mapule Mokolane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8573,za.org.pa.www/core_organisation/800,Member,
Azanian People's Organisation (AZAPO),Prudence Xoliswa Mkhize,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5570,za.org.pa.www/core_organisation/80,Member,
African People's Convention (APC),Pulane Annacletta Letuka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4732,za.org.pa.www/core_organisation/76,Member,
Azanian People's Organisation (AZAPO),Pulane Cinthia Komoreng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5586,za.org.pa.www/core_organisation/80,Member,
Economic Freedom Fighters (EFF),Pulane Petunia Pheko,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7187,za.org.pa.www/core_organisation/810,Member,
African People's Convention (APC),Pule Andrew Maduna,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5054,za.org.pa.www/core_organisation/76,Member,
Economic Freedom Fighters (EFF),Pule Denzil Mokoena,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7104,za.org.pa.www/core_organisation/810,Member,
Pan Africanist Congress of Azania (PAC),Pule Given Motaung,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8038,za.org.pa.www/core_organisation/79,Member,
African National Congress (ANC),Pule Herbert Isak Makgoe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4388,za.org.pa.www/core_organisation/77,Member,
Democratic Alliance (DA),Pule Isaac Thole,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6631,za.org.pa.www/core_organisation/78,Member,
Agang South Africa (AGANG SA),Pule Ishmael Mokotjo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5458,za.org.pa.www/core_organisation/780,Member,
African Christian Democratic Party (ACDP),Pule Joseph Rampai,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3889,za.org.pa.www/core_organisation/81,Member,
African National Congress (ANC),Pule Josiah Shayi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4516,za.org.pa.www/core_organisation/77,Member,
United Democratic Movement (UDM),Pule Matthews Kulati,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9068,za.org.pa.www/core_organisation/74,Member,
Pan Africanist Congress of Azania (PAC),Puleng Alfred Molapo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8079,za.org.pa.www/core_organisation/79,Member,
Azanian People's Organisation (AZAPO),Puleng Hellen Ntsie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5582,za.org.pa.www/core_organisation/80,Member,
African National Congress (ANC),Puleng Peter Mabe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4181,za.org.pa.www/core_organisation/77,Member,
Pan Africanist Congress of Azania (PAC),Puleng Tebele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8071,za.org.pa.www/core_organisation/79,Member,
Agang South Africa (AGANG SA),Pule Samuel Moloi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5418,za.org.pa.www/core_organisation/780,Member,
United Democratic Movement (UDM),Pulleng Agnes Toyi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9103,za.org.pa.www/core_organisation/74,Member,
African National Congress (ANC),Pumelele Ndamase,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4229,za.org.pa.www/core_organisation/77,Member,
United Congress (UNICO),Pumelele Raxangana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8989,za.org.pa.www/core_organisation/807,Member,
United Democratic Movement (UDM),Pumeza Cynthia Mayekiso,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9065,za.org.pa.www/core_organisation/74,Member,
African Christian Democratic Party (ACDP),Pumlani Jack,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4069,za.org.pa.www/core_organisation/81,Member,
United Democratic Movement (UDM),Pumza Malefane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9022,za.org.pa.www/core_organisation/74,Member,
Democratic Alliance (DA),Pumza Marubelela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6539,za.org.pa.www/core_organisation/78,Member,
Economic Freedom Fighters (EFF),Pumza Ntobongwana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6686,za.org.pa.www/core_organisation/810,Member,
African National Congress (ANC),Pumza Patricia Dyantyi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4358,za.org.pa.www/core_organisation/77,Member,
African People's Convention (APC),Puseletso Miriam Maleka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4704,za.org.pa.www/core_organisation/76,Member,
Pan Africanist Congress of Azania (PAC),Puseletso Rose Tsukulu-Motsohi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8204,za.org.pa.www/core_organisation/79,Member,
United Christian Democratic Party (UCDP),Pusoetsile Lucas Seleka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8715,za.org.pa.www/core_organisation/84,Member,
United Christian Democratic Party (UCDP),Puti Thabo John Amos Mohweledi Maepa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8789,za.org.pa.www/core_organisation/84,Member,
Kingdom Governance Movement (KGM),Putuma Gobinamba Jaji,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7534,za.org.pa.www/core_organisation/788,Member,
African National Congress (ANC),Qalas Josias Kgauwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4557,za.org.pa.www/core_organisation/77,Member,
National Freedom Party (NFP),Qedukukhuluma Ndlovu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7895,za.org.pa.www/core_organisation/792,Member,
National Freedom Party (NFP),Qhambushilo Mkhize,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7674,za.org.pa.www/core_organisation/792,Member,
African People's Convention (APC),Qinisile Princess Dlangalala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5104,za.org.pa.www/core_organisation/76,Member,
Economic Freedom Fighters (EFF),Qotshude Meriam Khaile-Totolo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7061,za.org.pa.www/core_organisation/810,Member,
African National Congress (ANC),Qubudile Richard Dyantyi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4594,za.org.pa.www/core_organisation/77,Member,
African Christian Democratic Party (ACDP),Queen Christinah Magagula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3951,za.org.pa.www/core_organisation/81,Member,
National Freedom Party (NFP),Queen Wendy Dlamini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7773,za.org.pa.www/core_organisation/792,Member,
"Freedom Front + (Vryheidsfront Plus, FF+)",Quintin Diederichs,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9429,za.org.pa.www/core_organisation/83,Member,
"Freedom Front + (Vryheidsfront Plus, FF+)",Qum? Erasmus,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9370,za.org.pa.www/core_organisation/83,Member,
Pan Africanist Congress of Azania (PAC),Rabbi Abram Napo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8307,za.org.pa.www/core_organisation/79,Member,
Democratic Alliance (DA),Rabelani Dagada,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6237,za.org.pa.www/core_organisation/78,Member,
Azanian People's Organisation (AZAPO),Rabiza Stephen Marope,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5806,za.org.pa.www/core_organisation/80,Member,
African National Congress (ANC),Rachel Cecilia Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4211,za.org.pa.www/core_organisation/77,Member,
African Christian Democratic Party (ACDP),Rachel Edna Oktober,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4070,za.org.pa.www/core_organisation/81,Member,
Congress of the People (COPE),Rachel Katlego Mathebe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5863,za.org.pa.www/core_organisation/75,Member,
Independent Civic Organisation of South Africa (ICOSA),Rachel Kotze,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7268,za.org.pa.www/core_organisation/785,Member,
"Freedom Front + (Vryheidsfront Plus, FF+)",Rachelle-Marié Liezel Van Den Berg,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9396,za.org.pa.www/core_organisation/83,Member,
South African Maintanance and Estate Beneficiaries Association - (SAMEBA),Rachel Mahlodi Mteme,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8544,za.org.pa.www/core_organisation/800,Member,
Economic Freedom Fighters (EFF),Rachel Mankanye Moila,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6755,za.org.pa.www/core_organisation/810,Member,
African National Congress (ANC),Rachel Nomonde Rasmeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1065,za.org.pa.www/core_organisation/77,Member,
Select Committee On Social Services,Rachel Nomonde Rasmeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1065,za.org.pa.www/core_organisation/87,Member,
NCOP Education and Recreation,Rachel Nomonde Rasmeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1065,za.org.pa.www/core_organisation/201,Member,
NCOP Labour and Public Enterprises,Rachel Nomonde Rasmeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1065,za.org.pa.www/core_organisation/203,Member,
NCOP Petitions and Private Members Legislative Proposals,Rachel Nomonde Rasmeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1065,za.org.pa.www/core_organisation/205,Member,
NCOP Public Services,Rachel Nomonde Rasmeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1065,za.org.pa.www/core_organisation/206,Member,
NCOP Social Services,Rachel Nomonde Rasmeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1065,za.org.pa.www/core_organisation/209,Chairperson,
Joint Committee on HIV and AIDS,Rachel Nomonde Rasmeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1065,za.org.pa.www/core_organisation/188,Member,
Inkatha Freedom Party (IFP),Rachel Rossouw,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7506,za.org.pa.www/core_organisation/82,Member,
Democratic Alliance (DA),Rachel Seanego,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6574,za.org.pa.www/core_organisation/78,Member,
Minority Front (MF),Radhia Bee Singh,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7591,za.org.pa.www/core_organisation/85,Member,
Al Jama-Ah,Radifai Enos Modisane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5497,za.org.pa.www/core_organisation/781,Member,
African People's Convention (APC),Radinoko John Lamola,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4745,za.org.pa.www/core_organisation/76,Member,
African People's Convention (APC),Radintshi Daniel Mofokeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4705,za.org.pa.www/core_organisation/76,Member,
Conservation and Environment Committee,Radley Keys,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1939,za.org.pa.www/core_organisation/735,Committee Member,
Human Settlement Committee,Radley Keys,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1939,za.org.pa.www/core_organisation/748,Alternate Member,
Loc Gvt & Traditional Affairs,Radley Keys,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1939,za.org.pa.www/core_organisation/741,Alternate Member,
Transport Committee,Radley Keys,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1939,za.org.pa.www/core_organisation/737,Committee Member,
Democratic Alliance (DA),Radley Keys,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1939,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Raeesa Parker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6525,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Raesetja Jane Sithole,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6580,za.org.pa.www/core_organisation/78,Member,
Pan Africanist Congress of Azania (PAC),Raesetja Johanna Leta,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8300,za.org.pa.www/core_organisation/79,Member,
African National Congress (ANC),Raesibe Eunice Nyalungu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/873,za.org.pa.www/core_organisation/77,Member,
"Agriculture, Forestry and Fisheries",Raesibe Eunice Nyalungu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/873,za.org.pa.www/core_organisation/155,Member,
Public Accounts,Raesibe Eunice Nyalungu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/873,za.org.pa.www/core_organisation/225,Member,
United Christian Democratic Party (UCDP),Raesibe Sheldena Sekgoele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8737,za.org.pa.www/core_organisation/84,Member,
Azanian People's Organisation (AZAPO),Rahab Magagane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5700,za.org.pa.www/core_organisation/80,Member,
African People's Convention (APC),Raisibe Agnes Manamela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4710,za.org.pa.www/core_organisation/76,Member,
African People's Convention (APC),Raisibe Hellen Langa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4721,za.org.pa.www/core_organisation/76,Member,
Workers and Socialist Party (WASP),Raisibe Jeridah Mariri,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9484,za.org.pa.www/core_organisation/808,Member,
African People's Convention (APC),Raisibe Leah Mushi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5078,za.org.pa.www/core_organisation/76,Member,
Pan Africanist Congress of Azania (PAC),Raisibe Sanah Madiba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8287,za.org.pa.www/core_organisation/79,Member,
Congress of the People (COPE),Rajaile Hendrik Williams Molelekoa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6027,za.org.pa.www/core_organisation/75,Member,
United Christian Democratic Party (UCDP),Rakgomo Ernest Mputle,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8755,za.org.pa.www/core_organisation/84,Member,
Azanian People's Organisation (AZAPO),Rakubele Lebogang Mosaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5699,za.org.pa.www/core_organisation/80,Member,
African National Congress (ANC),Nomantu Ralehoko,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1570,za.org.pa.www/core_organisation/77,Member,
Democratic Alliance (DA),Raleigh Brian Ellis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6301,za.org.pa.www/core_organisation/78,Member,
Workers and Socialist Party (WASP),Raliphi George Xolelizwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9471,za.org.pa.www/core_organisation/808,Member,
Economic Freedom Fighters (EFF),Ralph Sibusiso Ngwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7115,za.org.pa.www/core_organisation/810,Member,
Peoples Alliance (PAL),Ralton Bertram Damon,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8481,za.org.pa.www/core_organisation/797,Member,
Azanian People's Organisation (AZAPO),Ramabatle Motshegwa Joseph Mushi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5613,za.org.pa.www/core_organisation/80,Member,
South African Maintanance and Estate Beneficiaries Association - (SAMEBA),Ramabele Evah Mashila,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8539,za.org.pa.www/core_organisation/800,Member,
African Christian Democratic Party (ACDP),Ramabulana Calvin Kgatle,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3983,za.org.pa.www/core_organisation/81,Member,
African People's Convention (APC),Ramadimetja Salome Modiba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4947,za.org.pa.www/core_organisation/76,Member,
Agang South Africa (AGANG SA),Ramadimetje Johanna Mphogo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5230,za.org.pa.www/core_organisation/780,Member,
National Freedom Party (NFP),Ramaesela Patricia Thelele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7931,za.org.pa.www/core_organisation/792,Member,
African People's Convention (APC),Ramahlalerwa Douglas Mathume,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4647,za.org.pa.www/core_organisation/76,Member,
Economic Freedom Fighters (EFF),Ramakaudi Paul Ramakatsa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6675,za.org.pa.www/core_organisation/810,Member,
United Democratic Movement (UDM),Ramarumo Johannes Malumise,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9071,za.org.pa.www/core_organisation/74,Member,
African People's Convention (APC),Ramasedi Daniel Majoe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4687,za.org.pa.www/core_organisation/76,Member,
Workers and Socialist Party (WASP),Ramasela Debrah Moloto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9479,za.org.pa.www/core_organisation/808,Member,
Congress of the People (COPE),Ramasela Sophia Mabote,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5932,za.org.pa.www/core_organisation/75,Member,
Azanian People's Organisation (AZAPO),Ramathabatha Elizabeth Mphahlele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5764,za.org.pa.www/core_organisation/80,Member,
Merafong Civic Association (MECA),Ramatsimele Stephina Maleka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7581,za.org.pa.www/core_organisation/791,Member,
National Freedom Party (NFP),Rammekoa Alexander Martin Kekana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7946,za.org.pa.www/core_organisation/792,Member,
Congress of the People (COPE),Ramoetse Petros Sekabate,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5936,za.org.pa.www/core_organisation/75,Member,
South African Maintanance and Estate Beneficiaries Association - (SAMEBA),Ramogohlo Constance Manala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8553,za.org.pa.www/core_organisation/800,Member,
South African Maintanance and Estate Beneficiaries Association - (SAMEBA),Ramogohlo Gladys Makola,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8529,za.org.pa.www/core_organisation/800,Member,
Pan Africanist Congress of Azania (PAC),Ramogohlo Peleti Maboki,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8141,za.org.pa.www/core_organisation/79,Member,
Congress of the People (COPE),Ramoitoi Job Mokolutlo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6091,za.org.pa.www/core_organisation/75,Member,
Pan Africanist Congress of Azania (PAC),Ramokata Sam Mabe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8240,za.org.pa.www/core_organisation/79,Member,
Azanian People's Organisation (AZAPO),Ramokhadi Sam Rankoe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5654,za.org.pa.www/core_organisation/80,Member,
Azanian People's Organisation (AZAPO),Ramontsho Daniel Monnakgotla,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5515,za.org.pa.www/core_organisation/80,Member,
Pan Africanist Congress of Azania (PAC),Ramotlhetlhwa Matthews Diale,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8084,za.org.pa.www/core_organisation/79,Member,
African People's Convention (APC),Ramtsobane Margaret Malotane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4680,za.org.pa.www/core_organisation/76,Member,
